city,floorNumber,floorsTotal,totalArea,price,rooms
Москва,11,23.0,41.6,8400000,1
Иркутск,1,12.0,42.0,8500000,2
Краснодар,2,5.0,42.9,8500000,3
Краснодар,4,5.0,41.0,8500000,2
Краснодар,1,9.0,42.0,8500000,3
Санкт-Петербург,21,21.0,42.0,8600000,1
Иркутск,12,12.0,41.0,8900000,1
Краснодар,1,5.0,41.0,8900000,2
Иркутск,14,14.0,42.0,9000000,1
Краснодар,5,5.0,42.0,9000000,4
Иркутск,8,12.0,40.0,9300000,2
Краснодар,7,9.0,42.0,9400000,3
Иркутск,12,22.0,40.0,9400000,1
Ярославль,6,14.0,41.9,9900000,2
Краснодар,6,8.0,41.1,9900000,3
Санкт-Петербург,8,47.0,42.0,10000000,1
Санкт-Петербург,9,12.0,41.0,10000000,1
Краснодар,4,12.0,40.0,10300000,1
Санкт-Петербург,10,25.0,42.0,10500000,1
Москва,15,18.0,42.0,10990000,1
Санкт-Петербург,16,18.0,42.0,11000000,1
Санкт-Петербург,42,47.0,41.0,11300000,1
Санкт-Петербург,25,47.0,42.0,11950000,1
Краснодар,3,9.0,42.3,12200000,3
Санкт-Петербург,16,20.0,41.3,12400000,1
Москва,12,47.0,40.0,12500000,1
Москва,9,18.0,42.8,12700000,1
Санкт-Петербург,10,16.0,42.5,12700000,1
Санкт-Петербург,7,21.0,41.0,4400000,1
Санкт-Петербург,2,6.0,40.0,5000000,1
Иркутск,4,14.0,40.0,5600000,1
Ярославль,14,14.0,42.0,5850000,1
Иркутск,3,15.0,41.0,6700000,1
Иркутск,2,14.0,40.0,6990000,1
Краснодар,9,9.0,41.0,7100000,1
Иркутск,4,12.0,41.0,7298000,1
Иркутск,6,12.0,41.1,7300000,1
Краснодар,2,9.0,42.0,7390000,2
Иркутск,9,16.0,40.6,7700000,1
Иркутск,11,14.0,40.0,7750000,1
Иркутск,7,14.0,42.0,7800000,1
Иркутск,10,16.0,42.4,7950000,1
Иркутск,14,16.0,42.1,8000000,1
Ярославль,4,24.0,42.0,8000000,1
Краснодар,4,5.0,42.0,8100000,3
Санкт-Петербург,2,18.0,41.0,8099000,1
Краснодар,2,8.0,42.0,8100000,4
Санкт-Петербург,18,22.0,40.2,8325000,1
Санкт-Петербург,18,22.0,40.2,8325000,1
Иркутск,3,5.0,42.0,8400000,3
Ярославль,8,16.0,40.0,8490000,1
Санкт-Петербург,13,24.0,40.2,8500000,1
Санкт-Петербург,8,20.0,41.0,8600000,1
Краснодар,2,9.0,40.0,9100000,4
Краснодар,2,12.0,41.0,9100000,1
Краснодар,13,15.0,40.0,9490000,1
Иркутск,2,22.0,40.0,9800000,1
Краснодар,4,10.0,40.0,9850000,1
Ярославль,12,12.0,41.0,10000000,1
Краснодар,4,8.0,42.3,10400000,1
Краснодар,12,14.0,41.0,10900000,1
Краснодар,4,9.0,42.5,10900000,3
Краснодар,3,9.0,42.3,11500000,3
Краснодар,10,15.0,41.1,11590000,1
Москва,3,18.0,41.0,12200000,1
Краснодар,6,9.0,42.5,12200000,1
Краснодар,6,8.0,40.3,13350000,1
Санкт-Петербург,16,20.0,42.0,13400000,1
Санкт-Петербург,16,47.0,40.0,13500000,1
Иркутск,9,14.0,42.3,6800000,1
Санкт-Петербург,11,12.0,41.4,9700000,1
Иркутск,9,9.0,44.3,10200000,3
Москва,8,22.0,44.5,12500000,1
Краснодар,3,5.0,43.7,8400000,3
Иркутск,2,5.0,44.0,8740000,3
Санкт-Петербург,11,20.0,43.9,8912359,1
Краснодар,5,8.0,43.1,9700000,5
Иркутск,7,9.0,44.0,10300000,3
Иркутск,5,9.0,43.0,8300000,3
Санкт-Петербург,19,24.0,43.9,8900000,1
Иркутск,9,9.0,44.2,6700000,3
Иркутск,7,9.0,44.5,6999000,3
Иркутск,13,14.0,43.0,7400000,1
Санкт-Петербург,8,22.0,44.0,7800000,1
Краснодар,11,12.0,43.0,7890000,1
Ярославль,1,14.0,44.8,7900000,1
Санкт-Петербург,5,9.0,43.0,8400000,3
Москва,2,17.0,43.7,8500000,1
Иркутск,14,25.0,44.0,8850000,1
Краснодар,4,5.0,44.5,8900000,3
Иркутск,2,9.0,44.0,9000000,3
Краснодар,2,9.0,43.0,9000000,4
Ярославль,5,5.0,44.2,10000000,3
Иркутск,1,9.0,44.8,7370000,3
Иркутск,1,9.0,43.0,8000000,3
Санкт-Петербург,3,14.0,43.0,12300000,1
Санкт-Петербург,9,22.0,43.5,13000000,1
Иркутск,13,14.0,43.0,6700000,1
Иркутск,5,14.0,43.0,6680000,1
Санкт-Петербург,8,15.0,43.0,6750000,1
Иркутск,5,9.0,44.1,6950000,3
Иркутск,10,17.0,43.0,7100000,1
Иркутск,8,9.0,44.0,7200000,3
Иркутск,4,17.0,43.0,7350000,1
Иркутск,8,9.0,44.4,7450000,3
Иркутск,1,9.0,44.0,7500000,3
Ярославль,1,5.0,44.6,7700000,4
Краснодар,5,5.0,43.5,7900000,3
Краснодар,1,5.0,44.3,7999000,2
Иркутск,2,5.0,44.8,7990000,4
Иркутск,5,9.0,44.2,7900000,3
Иркутск,7,9.0,44.0,8000000,3
Иркутск,2,9.0,43.0,8000000,3
Иркутск,5,9.0,43.0,8299999,2
Иркутск,5,9.0,44.0,8300000,3
Краснодар,4,9.0,43.8,8500000,3
Иркутск,7,12.0,44.0,8500000,1
Краснодар,1,5.0,43.5,8500000,3
Иркутск,2,9.0,44.0,8500000,3
Ярославль,4,9.0,44.3,8500000,4
Краснодар,2,5.0,44.0,8700000,3
Краснодар,2,5.0,44.0,8700000,3
Краснодар,2,5.0,44.0,8690000,3
Краснодар,4,9.0,43.7,8800000,1
Ярославль,1,12.0,44.8,9300000,3
Москва,4,17.0,44.7,9400000,1
Иркутск,7,9.0,43.0,9750000,3
Иркутск,7,9.0,43.0,9750000,3
Краснодар,2,5.0,43.5,9900000,1
Иркутск,7,9.0,43.0,10300000,3
Иркутск,7,9.0,43.0,10300000,3
Иркутск,4,12.0,44.7,10500000,2
Краснодар,36,47.0,44.0,10800000,1
Санкт-Петербург,13,47.0,43.0,11300000,1
Санкт-Петербург,13,47.0,43.0,11300000,1
Иркутск,4,12.0,43.2,12100000,1
Санкт-Петербург,15,47.0,43.0,12500000,1
Санкт-Петербург,9,22.0,43.5,12950000,1
Санкт-Петербург,9,22.0,43.5,12999900,1
Иркутск,5,9.0,44.0,6800000,3
Иркутск,9,9.0,44.0,6850000,3
Иркутск,3,9.0,44.0,6850000,3
Иркутск,4,9.0,44.0,6890000,3
Иркутск,7,9.0,44.5,7000000,3
Краснодар,1,5.0,43.0,7150000,3
Иркутск,8,9.0,44.3,7300000,3
Иркутск,2,9.0,43.9,7300000,3
Иркутск,3,9.0,44.2,7390000,1
Иркутск,13,16.0,43.0,7400000,1
Иркутск,5,9.0,44.5,7500000,3
Ярославль,6,12.0,43.0,7645000,2
Краснодар,6,9.0,44.2,7700000,4
Иркутск,1,9.0,44.0,7650000,3
Иркутск,1,9.0,44.5,7800000,3
Иркутск,2,9.0,44.5,7800000,3
Иркутск,1,9.0,44.0,7800000,3
Ярославль,1,14.0,44.8,7900000,1
Краснодар,3,5.0,43.0,7900000,4
Иркутск,6,9.0,43.8,7900000,3
Краснодар,5,5.0,44.0,8000000,3
Иркутск,9,9.0,44.0,8000000,3
Иркутск,8,9.0,44.0,8200000,3
Иркутск,5,9.0,43.3,8200000,3
Санкт-Петербург,12,16.0,44.3,8200000,4
Иркутск,2,9.0,44.0,8200000,2
Краснодар,2,14.0,43.6,8200000,2
Иркутск,6,9.0,44.0,8250000,2
Санкт-Петербург,6,17.0,44.0,8260000,1
Краснодар,3,4.0,44.0,8400000,3
Краснодар,2,5.0,44.0,8400000,4
Иркутск,5,9.0,44.4,8750000,3
Иркутск,1,12.0,44.0,8950000,2
Краснодар,3,5.0,44.0,9000000,3
Иркутск,1,9.0,44.5,9000000,3
Ярославль,2,12.0,44.0,9000000,2
Краснодар,3,5.0,43.3,9000000,4
Ярославль,2,9.0,44.6,9300000,4
Ярославль,8,9.0,44.0,9300000,3
Иркутск,10,25.0,44.0,9500000,1
Иркутск,2,12.0,44.8,9700000,3
Краснодар,5,5.0,44.7,9800000,4
Ярославль,5,5.0,44.1,11500000,1
Краснодар,2,5.0,44.0,8740000,3
Иркутск,3,12.0,45.7,8300000,2
Иркутск,4,12.0,46.0,8500000,2
Иркутск,2,12.0,46.0,7900000,2
Санкт-Петербург,13,17.0,46.6,7890000,1
Ярославль,4,14.0,45.0,9500000,2
Иркутск,9,9.0,45.0,6990000,2
Иркутск,1,9.0,45.1,7600000,3
Иркутск,8,9.0,45.0,7700000,3
Иркутск,3,5.0,45.0,7750000,3
Краснодар,4,5.0,45.0,8300000,3
Санкт-Петербург,16,24.0,45.0,8500000,1
Краснодар,4,5.0,45.7,7300000,4
Иркутск,1,12.0,47.0,8900000,2
Иркутск,3,12.0,46.0,8490000,2
Иркутск,4,5.0,45.0,9250000,3
Краснодар,8,8.0,45.0,10900000,3
Иркутск,4,9.0,45.0,6890000,3
Иркутск,3,9.0,47.0,7250000,2
Иркутск,3,12.0,46.0,7300000,2
Ярославль,12,14.0,47.2,7450000,1
Иркутск,5,9.0,45.0,7500000,3
Иркутск,5,9.0,45.0,7500000,3
Иркутск,4,9.0,46.0,7700000,3
Иркутск,1,12.0,47.3,7800000,3
Иркутск,1,12.0,46.1,7800000,2
Санкт-Петербург,11,17.0,46.6,7790000,1
Ярославль,8,14.0,46.0,7950000,1
Иркутск,9,12.0,46.0,7999000,1
Краснодар,1,8.0,45.0,8000000,3
Иркутск,3,9.0,45.0,8000000,3
Санкт-Петербург,14,22.0,47.1,8000000,1
Иркутск,6,9.0,45.0,8000000,3
Иркутск,9,9.0,45.8,8100000,3
Иркутск,4,12.0,46.1,8150000,2
Ярославль,2,9.0,45.0,8300000,3
Иркутск,7,14.0,45.0,8300000,1
Иркутск,8,12.0,45.5,8300000,2
Ярославль,7,14.0,46.4,8300000,3
Иркутск,5,12.0,47.0,8400000,2
Иркутск,5,12.0,46.0,8500000,2
Санкт-Петербург,8,9.0,45.0,8500000,3
Краснодар,2,5.0,45.0,8700000,3
Иркутск,1,12.0,45.8,8700000,2
Иркутск,9,12.0,45.9,8850000,2
Иркутск,6,9.0,45.0,8989999,1
Иркутск,7,9.0,47.0,9000000,3
Иркутск,7,12.0,45.9,9150000,2
Иркутск,4,5.0,45.0,9250000,3
Иркутск,4,5.0,45.0,9250000,2
Ярославль,10,14.0,47.0,9300000,1
Иркутск,22,25.0,45.0,9400000,1
Иркутск,5,12.0,46.0,9700000,2
Иркутск,2,9.0,45.1,10200000,3
Санкт-Петербург,15,22.0,46.8,10200000,1
Иркутск,4,12.0,45.5,10400000,2
Ярославль,9,12.0,46.0,10500000,2
Краснодар,7,8.0,45.0,10800000,3
Краснодар,13,15.0,47.7,10900000,2
Санкт-Петербург,6,20.0,46.5,12300000,1
Санкт-Петербург,16,20.0,47.0,12400000,1
Санкт-Петербург,4,22.0,45.0,12500000,1
Краснодар,6,10.0,46.7,13200000,4
Краснодар,6,10.0,47.0,13200000,3
Краснодар,3,9.0,47.6,13800000,3
Иркутск,9,9.0,45.0,6450000,3
Иркутск,7,14.0,45.0,6750000,1
Иркутск,4,9.0,46.0,6990000,3
Иркутск,3,9.0,45.2,6999000,3
Иркутск,2,9.0,45.0,6950000,2
Иркутск,2,9.0,45.0,7000000,3
Иркутск,4,9.0,47.0,7300000,2
Иркутск,9,9.0,45.0,7300000,3
Иркутск,15,17.0,46.5,7300000,1
Иркутск,3,17.0,46.1,7400000,1
Иркутск,1,9.0,47.0,7400000,3
Иркутск,1,9.0,45.0,7450000,2
Иркутск,3,12.0,46.0,7500000,2
Санкт-Петербург,11,17.0,47.0,7560000,1
Иркутск,1,12.0,45.8,7500000,1
Иркутск,12,12.0,46.0,7500000,2
Иркутск,4,12.0,46.0,7500000,2
Иркутск,2,9.0,46.0,7600000,3
Иркутск,6,9.0,46.0,7700000,3
Иркутск,2,9.0,46.5,7900000,3
Иркутск,6,9.0,45.3,7900000,3
Иркутск,6,12.0,46.0,7990000,2
Иркутск,5,12.0,47.0,8000000,2
Иркутск,3,9.0,45.0,8000000,3
Иркутск,9,9.0,45.0,8000000,3
Иркутск,8,12.0,46.5,8200000,2
Ярославль,12,13.0,47.0,8200000,1
Иркутск,4,12.0,46.0,8150000,2
Иркутск,2,9.0,45.0,8250000,3
Иркутск,1,9.0,47.0,8300000,3
Иркутск,2,9.0,47.7,8300000,3
Иркутск,10,12.0,46.0,8350000,2
Иркутск,10,12.0,45.4,8300000,2
Ярославль,2,5.0,45.0,8400000,4
Иркутск,6,9.0,45.0,8400000,3
Иркутск,9,12.0,46.0,8500000,2
Иркутск,2,12.0,47.7,8500000,2
Иркутск,10,12.0,47.0,8599000,1
Иркутск,3,12.0,45.7,8700000,2
Ярославль,2,5.0,45.0,8799000,3
Ярославль,7,12.0,47.0,8790000,1
Иркутск,3,12.0,45.0,8900000,2
Ярославль,2,5.0,45.0,8990000,3
Иркутск,6,12.0,46.0,9100000,3
Иркутск,1,9.0,47.0,9200000,2
Ярославль,10,14.0,46.0,9300000,3
Иркутск,9,12.0,45.0,9500000,3
Ярославль,2,12.0,45.1,9500000,3
Ярославль,4,5.0,45.0,9500000,4
Краснодар,5,5.0,45.0,9700000,1
Ярославль,8,14.0,46.0,10300000,3
Ярославль,7,12.0,45.6,10290000,1
Иркутск,17,17.0,47.0,11450000,1
Ярославль,2,14.0,45.0,11950000,3
Ярославль,4,12.0,46.7,12200000,1
Санкт-Петербург,3,23.0,45.0,12500000,1
Краснодар,6,10.0,46.7,13200000,1
Иркутск,6,12.0,45.9,6800000,2
Иркутск,3,12.0,46.7,9600000,2
Ярославль,9,12.0,47.3,10500000,1
Москва,11,19.0,45.5,11000000,1
Санкт-Петербург,3,22.0,45.3,12500000,1
Санкт-Петербург,19,38.0,49.0,11250000,1
Иркутск,4,9.0,48.0,8700000,1
Иркутск,11,12.0,48.0,9400000,3
Санкт-Петербург,3,12.0,48.0,12200000,1
Санкт-Петербург,11,17.0,48.3,8500000,1
Санкт-Петербург,8,11.0,49.4,6200000,4
Иркутск,7,9.0,49.4,8450000,4
Санкт-Петербург,17,25.0,48.5,17350000,1
Санкт-Петербург,17,25.0,48.5,17350000,1
Краснодар,7,12.0,49.6,12286559,1
Иркутск,1,12.0,48.2,7500000,2
Иркутск,3,9.0,48.0,7700000,2
Иркутск,7,9.0,49.0,7850000,4
Иркутск,6,12.0,48.0,7900000,3
Иркутск,12,12.0,48.0,8250000,2
Санкт-Петербург,11,17.0,48.3,8500000,1
Иркутск,1,9.0,48.5,8500000,1
Иркутск,4,9.0,48.0,8700000,1
Краснодар,2,17.0,49.1,9800000,1
Иркутск,11,12.0,48.4,10400000,2
Иркутск,1,11.0,49.0,10500000,2
Иркутск,9,12.0,48.9,10650000,1
Москва,2,16.0,49.0,11200000,1
Санкт-Петербург,3,17.0,48.0,12200000,1
Москва,4,22.0,48.2,12500000,1
Москва,5,22.0,48.2,12850000,1
Москва,8,22.0,48.2,12790000,1
Иркутск,2,9.0,48.0,7400000,4
Краснодар,4,5.0,49.0,7890000,4
Санкт-Петербург,8,17.0,48.9,7900000,1
Санкт-Петербург,1,5.0,48.3,8000000,1
Иркутск,9,9.0,49.6,8000000,4
Ярославль,2,14.0,49.0,8100000,1
Ярославль,4,14.0,48.0,8400000,1
Иркутск,2,14.0,49.0,8750000,1
Ярославль,3,14.0,48.0,8799000,1
Иркутск,2,16.0,50.0,10350000,1
Ярославль,5,12.0,49.0,10700000,1
Санкт-Петербург,19,38.0,50.0,11150000,1
Ярославль,14,14.0,48.0,14000000,1
Ярославль,6,12.0,49.0,9000000,1
Москва,21,25.0,50.7,15800000,1
Иркутск,11,12.0,52.0,8150000,1
Иркутск,4,9.0,51.0,8350000,4
Краснодар,1,12.0,52.2,8500000,1
Иркутск,6,12.0,52.8,8750000,1
Иркутск,12,17.0,51.6,9500000,2
Иркутск,3,9.0,50.0,10150000,4
Иркутск,2,12.0,52.3,10300000,1
Краснодар,3,4.0,52.0,11990000,1
Иркутск,12,14.0,52.0,12500000,1
Краснодар,6,9.0,50.4,12500000,2
Краснодар,5,9.0,52.5,12990000,4
Иркутск,5,12.0,52.0,10000000,1
Краснодар,4,8.0,50.3,10000000,3
Иркутск,5,12.0,51.5,10000000,2
Санкт-Петербург,5,12.0,50.2,10500000,1
Иркутск,1,16.0,52.0,6850000,1
Иркутск,1,16.0,52.0,7800000,1
Иркутск,1,9.0,50.9,7800000,1
Иркутск,16,17.0,51.0,7999990,1
Иркутск,10,12.0,52.0,7900000,2
Иркутск,2,9.0,51.0,8800000,3
Краснодар,3,5.0,51.0,9100000,1
Иркутск,2,9.0,50.0,9300000,4
Иркутск,4,12.0,52.0,9450000,1
Иркутск,2,17.0,50.0,9500000,1
Иркутск,6,9.0,51.0,9600000,4
Иркутск,13,17.0,52.0,9650000,1
Иркутск,7,9.0,51.0,9800000,4
Ярославль,9,16.0,50.0,11200000,1
Иркутск,13,16.0,50.3,11500000,1
Иркутск,6,17.0,51.3,11700000,1
Иркутск,5,17.0,51.1,11900000,1
Краснодар,3,9.0,51.7,12490000,1
Иркутск,4,16.0,52.0,14900000,2
Краснодар,2,5.0,52.0,12100000,4
Иркутск,7,12.0,52.0,9100000,2
Иркутск,7,9.0,51.0,9800000,4
Иркутск,6,17.0,50.2,11000000,1
Иркутск,8,12.0,51.6,7250000,2
Иркутск,8,12.0,51.6,7250000,2
Иркутск,1,12.0,52.1,7500000,1
Иркутск,4,9.0,51.4,7800000,4
Иркутск,4,9.0,50.0,7900000,4
Иркутск,1,16.0,52.0,8000000,2
Иркутск,1,9.0,52.2,8000000,2
Иркутск,12,12.0,50.2,8100000,4
Иркутск,2,9.0,50.5,8200000,3
Иркутск,14,14.0,52.0,8200000,2
Иркутск,15,17.0,51.2,8200000,2
Иркутск,3,16.0,52.5,8200000,2
Иркутск,6,12.0,52.0,8300000,2
Иркутск,8,16.0,51.0,8500000,2
Иркутск,16,16.0,50.6,8500000,1
Иркутск,16,16.0,50.6,8500000,1
Иркутск,16,16.0,50.6,8500000,1
Иркутск,16,16.0,50.6,8500000,1
Иркутск,16,16.0,50.6,8500000,1
Краснодар,7,8.0,52.8,8600000,6
Иркутск,14,17.0,51.2,8600000,1
Иркутск,1,12.0,52.5,8700000,1
Иркутск,4,9.0,50.0,8650000,4
Иркутск,2,9.0,51.0,8800000,4
Иркутск,3,9.0,51.3,8800000,4
Иркутск,5,12.0,52.3,8900000,2
Иркутск,2,12.0,51.4,8900000,1
Иркутск,2,12.0,52.0,9050000,1
Иркутск,12,16.0,50.5,9100000,1
Иркутск,6,12.0,52.4,9100000,2
Иркутск,7,12.0,52.0,9100000,2
Иркутск,7,12.0,52.0,9100000,2
Иркутск,9,12.0,52.4,9100000,1
Иркутск,10,12.0,52.8,9100000,2
Иркутск,6,14.0,52.0,9200000,1
Иркутск,5,14.0,51.9,9200000,2
Иркутск,7,12.0,52.0,9200000,1
Иркутск,4,17.0,52.1,9300000,1
Иркутск,5,16.0,50.0,9300000,1
Иркутск,2,12.0,52.0,9300000,2
Иркутск,10,12.0,52.0,9400000,1
Иркутск,7,12.0,51.7,9400000,2
Иркутск,2,16.0,52.0,9400000,1
Иркутск,9,22.0,52.6,9400000,3
Иркутск,8,16.0,51.0,9500000,1
Иркутск,5,12.0,52.2,9450000,2
Ярославль,4,12.0,52.0,9450000,1
Москва,8,12.0,52.4,9500000,1
Иркутск,4,12.0,51.0,9500000,2
Иркутск,2,17.0,51.0,9500000,1
Иркутск,6,17.0,51.1,9500000,1
Иркутск,4,14.0,52.0,9600000,1
Иркутск,14,17.0,52.0,9550000,1
Иркутск,14,17.0,52.0,9550000,1
Иркутск,7,9.0,51.6,9600000,4
Иркутск,12,17.0,52.0,9600000,1
Иркутск,14,18.0,52.0,9550000,1
Иркутск,14,17.0,51.0,9600000,1
Санкт-Петербург,14,17.0,52.0,9550000,1
Ярославль,1,8.0,50.6,9700000,2
Иркутск,10,12.0,51.0,9700000,2
Ярославль,5,5.0,52.0,9799000,2
Иркутск,2,16.0,52.2,9850000,2
Краснодар,4,8.0,51.0,9900000,4
Ярославль,8,14.0,50.0,10000000,1
Иркутск,15,17.0,51.0,10000000,1
Иркутск,21,24.0,52.1,10100000,2
Иркутск,15,17.0,50.2,10200000,2
Иркутск,7,12.0,52.0,10200000,2
Иркутск,11,16.0,52.4,10390000,1
Краснодар,5,8.0,51.9,10600000,3
Иркутск,1,17.0,51.0,10700000,1
Иркутск,14,14.0,52.0,10800000,2
Москва,3,22.0,50.0,10900000,1
Иркутск,2,17.0,52.0,11000000,2
Иркутск,3,14.0,51.0,11000000,1
Санкт-Петербург,19,37.0,50.3,11250000,1
Ярославль,4,16.0,52.5,11200000,1
Иркутск,16,17.0,50.8,11500000,1
Иркутск,17,17.0,51.0,11500000,1
Иркутск,13,17.0,52.0,11500000,1
Краснодар,5,8.0,50.2,11500000,2
Иркутск,14,17.0,52.0,11700000,1
Иркутск,5,16.0,51.5,12000000,1
Краснодар,8,14.0,51.0,12250000,2
Иркутск,14,14.0,52.0,12600000,1
Москва,9,17.0,50.4,13000000,1
Москва,12,13.0,52.0,13300000,1
Санкт-Петербург,15,18.0,50.7,13500000,1
Санкт-Петербург,15,18.0,50.7,13500000,1
Санкт-Петербург,14,20.0,51.0,14000000,1
Санкт-Петербург,4,10.0,52.8,14450000,1
Москва,10,24.0,51.8,14999998,1
Иркутск,10,12.0,50.1,7849000,2
Иркутск,12,12.0,52.0,8000000,1
Иркутск,1,12.0,52.1,8000000,1
Иркутск,1,12.0,51.0,8000000,2
Иркутск,1,12.0,52.0,8000000,1
Иркутск,4,9.0,50.9,8100000,4
Иркутск,11,12.0,52.1,8150000,2
Иркутск,15,17.0,51.2,8200000,2
Иркутск,8,14.0,51.0,8245000,1
Иркутск,9,17.0,52.0,8150000,1
Москва,5,14.0,51.0,8290000,1
Иркутск,3,12.0,52.5,8450000,1
Иркутск,2,16.0,51.2,8500000,2
Краснодар,6,14.0,52.6,8500000,2
Иркутск,2,12.0,51.7,8500000,1
Иркутск,3,12.0,52.0,8600000,1
Иркутск,8,14.0,52.0,8600000,1
Краснодар,1,9.0,50.0,8570000,3
Иркутск,1,12.0,52.0,8700000,1
Иркутск,4,9.0,51.0,8950000,4
Иркутск,7,12.0,52.3,8900000,2
Ярославль,12,12.0,51.4,8900000,1
Санкт-Петербург,4,10.0,52.0,8900000,2
Иркутск,12,12.0,51.9,9000000,2
Иркутск,2,9.0,51.4,9000000,4
Иркутск,14,16.0,50.0,9000000,1
Иркутск,3,14.0,52.2,9000000,2
Иркутск,2,12.0,52.0,9100000,2
Ярославль,16,16.0,50.0,9100000,1
Иркутск,5,16.0,50.0,9200000,1
Иркутск,5,12.0,52.0,9200000,1
Иркутск,6,12.0,52.8,9300000,2
Иркутск,11,16.0,50.8,9400000,2
Иркутск,2,12.0,52.3,9350000,2
Иркутск,1,17.0,52.0,9400000,1
Иркутск,16,17.0,52.0,9500000,2
Краснодар,4,12.0,50.0,9450000,2
Иркутск,10,12.0,52.7,9500000,2
Иркутск,12,12.0,52.0,9500000,2
Иркутск,2,17.0,51.0,9500000,1
Иркутск,10,14.0,50.3,9500000,2
Иркутск,6,17.0,51.0,9550000,1
Иркутск,3,16.0,50.4,9695000,1
Иркутск,16,17.0,52.0,9700000,1
Иркутск,1,17.0,52.0,9800000,1
Краснодар,2,5.0,54.1,9400000,3
Санкт-Петербург,11,20.0,54.8,11316000,1
Ярославль,15,16.0,54.0,9900000,2
Иркутск,7,14.0,54.0,10000000,2
Санкт-Петербург,11,16.0,54.4,10400000,1
Иркутск,17,17.0,53.7,13700000,1
Иркутск,1,16.0,54.0,9600000,1
Иркутск,3,9.0,53.0,12200000,1
Ярославль,13,15.0,54.3,13590000,2
Краснодар,8,25.0,53.0,14399000,1
Иркутск,5,12.0,54.0,9200000,2
Санкт-Петербург,10,12.0,53.0,9400000,1
Иркутск,15,17.0,54.0,9990000,1
Краснодар,2,5.0,54.0,10200000,5
Ярославль,2,16.0,53.0,10950000,1
Москва,8,22.0,53.2,11700000,1
Краснодар,7,8.0,54.0,11999000,4
Санкт-Петербург,8,8.0,54.0,13500000,1
Иркутск,8,17.0,54.0,14500000,2
Иркутск,4,12.0,53.7,7870000,1
Иркутск,7,16.0,53.5,8200000,2
Иркутск,5,16.0,53.6,8750000,1
Иркутск,4,12.0,54.0,9000000,2
Иркутск,7,17.0,54.5,10300000,1
Санкт-Петербург,16,16.0,54.0,18000000,1
Иркутск,8,12.0,53.0,7890000,2
Иркутск,8,12.0,53.0,7890000,2
Иркутск,8,12.0,53.0,7950000,1
Иркутск,6,16.0,54.8,8000000,2
Иркутск,10,12.0,53.0,8100000,1
Иркутск,8,9.0,53.0,8100000,4
Иркутск,9,9.0,53.1,8249999,3
Иркутск,3,16.0,54.0,8200000,1
Иркутск,16,16.0,53.1,8300000,2
Иркутск,3,12.0,53.0,8700000,1
Иркутск,5,12.0,54.0,8750000,2
Иркутск,9,16.0,53.0,8800000,1
Иркутск,5,16.0,53.3,8890000,2
Иркутск,7,17.0,53.0,8999000,1
Иркутск,12,17.0,54.0,9000000,2
Краснодар,8,14.0,53.0,9000000,2
Иркутск,10,16.0,53.0,9400000,1
Иркутск,7,16.0,53.7,9400000,1
Иркутск,10,12.0,53.0,9500000,1
Иркутск,14,16.0,54.0,9600000,2
Иркутск,16,17.0,54.0,9700000,1
Краснодар,1,3.0,54.0,9700000,2
Краснодар,1,5.0,54.8,9700000,6
Иркутск,10,12.0,54.0,9800000,2
Иркутск,9,16.0,54.0,9750000,1
Иркутск,13,16.0,53.1,9750000,2
Санкт-Петербург,10,25.0,54.7,9999999,2
Иркутск,12,12.0,54.1,10300000,2
Иркутск,5,16.0,54.0,10400000,2
Ярославль,5,16.0,54.0,10500000,1
Иркутск,12,12.0,53.0,10500000,2
Иркутск,4,12.0,53.0,10500000,1
Ярославль,1,8.0,53.6,10500000,2
Иркутск,3,17.0,54.0,10700000,1
Санкт-Петербург,3,7.0,53.0,10900000,1
Иркутск,5,16.0,53.5,10990000,1
Иркутск,13,14.0,54.0,10990000,2
Ярославль,6,8.0,53.0,10970000,1
Иркутск,8,14.0,54.4,11000000,1
Москва,10,16.0,54.0,11150000,1
Москва,11,16.0,54.0,11280000,1
Москва,14,16.0,54.0,11380000,1
Краснодар,2,7.0,54.5,11400000,3
Санкт-Петербург,11,16.0,54.8,11316000,1
Иркутск,7,17.0,53.7,11500000,1
Иркутск,17,17.0,53.4,12000000,1
Иркутск,10,16.0,54.0,12000000,2
Ярославль,6,9.0,54.0,12200000,2
Иркутск,3,16.0,54.0,12700000,2
Ярославль,7,8.0,53.0,13000000,2
Иркутск,11,17.0,53.0,13500000,2
Краснодар,2,7.0,54.0,13650000,5
Иркутск,2,17.0,54.0,13600000,1
Краснодар,4,6.0,54.4,14000000,2
Иркутск,8,17.0,53.6,14500000,1
Иркутск,8,17.0,54.0,14500000,1
Иркутск,8,22.0,54.4,14700000,1
Краснодар,7,8.0,54.0,14900000,5
Краснодар,1,8.0,53.9,7500000,5
Иркутск,4,12.0,53.0,7500000,1
Иркутск,3,12.0,54.0,7900000,2
Иркутск,1,14.0,53.3,7990000,1
Иркутск,9,12.0,54.0,8300000,2
Иркутск,10,17.0,53.8,8300000,1
Иркутск,5,9.0,53.0,8450000,4
Санкт-Петербург,11,16.0,53.7,8500000,2
Иркутск,3,17.0,53.4,8700000,1
Иркутск,5,12.0,53.0,8800000,1
Иркутск,14,14.0,54.0,8950000,2
Иркутск,12,12.0,54.0,8950000,2
Краснодар,4,4.0,54.0,8900000,2
Иркутск,1,12.0,53.0,8990000,1
